"3","80","20","1","25","45","55","70","35"
760994.817759501,1163.80681853167,0,106275.450042199,8464.77821536978,0,930.2948930115,0,0
0,231128.407289103,50.1200263365118,3.45552575038477,3302.84141885413,7170.21470305472,9846.80297185428,19.1405063827159,5063.38881531113
0,0,1068084.77370313,34257.1494447141,12000.8872784691,0,0,0,0
0,0,0,1700439.84418003,62022.988580936,0,0,0,897.733409487849
0,0,0,0,846104.182937688,0,0,0,0
0,0,0,0,0,7733137.05821102,40136.1436346443,796917.43505593,0
0,0,0,0,0,0,22617.3841372984,374.507981545701,0
0,0,0,0,0,0,0,381093.7575601,0
0,0,0,0,0,0,0,0,168136.888589155
