"30","80","40","25","55","70","1","20","3"
9744535.42192618,84.7058241856399,17080.5025098263,1577000.72869806,15175.6952893077,0,17676.5782908398,1237.22505382916,4239.99119846913
0,3212340.59244677,892.548272770662,4831.66705905785,17209.0388870379,0,65.8152586850177,12220.6302063632,486.022662263362
0,0,2079586.3699217,38350.1373839832,423.541592684153,0,6570.03466821255,0,145.08756259624
0,0,0,21621936.4396378,148192.208515063,0,100897.594598773,196599.752662508,128540.892251353
0,0,0,0,981726.523370922,0,2527.94929447617,409.781893844711,143209.186928194
0,0,0,0,0,12431938.6873641,0,0,0
0,0,0,0,0,0,661788.283972273,0,60428.3105636851
0,0,0,0,0,0,0,588525.645591172,0
0,0,0,0,0,0,0,0,315394.548353895
